image,xmin,ymin,xmax,ymax,class_label
img_170.jpg,327.0,135.0,394.0,227.0,with_mask
img_171.jpg,120.0,244.0,167.0,323.0,with_mask
img_172.jpg,175.0,97.0,191.0,131.0,with_mask
img_173.jpg,87.0,60.0,104.0,87.0,with_mask
img_174.jpg,221.2520340436695,27.896675154860723,286.12056923191994,72.38184292709761,mask_weared_incorrect
img_175.jpg,141.29548411068254,46.7373042457572,181.91645701640337,96.32390854036014,mask_weared_incorrect
img_176.jpg,185.0,36.0,192.0,62.0,with_mask
img_177.jpg,342.0,216.0,403.0,334.0,with_mask
img_178.jpg,144.0,74.0,258.0,189.0,mask_weared_incorrect
img_179.jpg,352.0,138.0,366.0,158.0,with_mask
img_180.jpg,308.0,371.0,323.0,393.0,with_mask
img_181.jpg,409.0,146.0,413.0,155.0,with_mask
img_182.jpg,11.0,66.0,42.0,104.0,without_mask
img_183.jpg,279.2508792877197,124.4581241607666,291.91232109069824,139.72164630889893,without_mask
img_184.jpg,100.0,38.0,117.0,73.0,without_mask
img_185.jpg,142.98094629225974,143.3989396832266,236.03384749681922,325.4604730283079,mask_weared_incorrect
img_186.jpg,328.04419708251953,44.89226460456848,349.3849182128906,87.89788055419922,mask_weared_incorrect
img_187.jpg,295.1166741544938,194.48278883683543,303.75063922719426,207.3556158591346,without_mask
img_188.jpg,80.53223133087158,96.89223670959473,111.17776107788086,154.8851432800293,mask_weared_incorrect
img_189.jpg,44.0,156.0,54.0,173.0,with_mask
img_190.jpg,158.0,208.0,299.0,351.0,with_mask
img_191.jpg,305.0,41.0,318.0,65.0,without_mask
img_192.jpg,94.0,113.0,119.0,154.0,with_mask
img_193.jpg,228.0,188.0,245.0,218.0,with_mask
img_194.jpg,211.71545604042626,71.0671199488051,272.4660649639347,128.55523311315474,mask_weared_incorrect
img_195.jpg,261.0,139.0,296.0,194.0,with_mask
img_196.jpg,115.99999618530273,256.9999885559082,133.0000114440918,281.0000057220459,without_mask
img_197.jpg,283.0,88.0,301.0,114.0,with_mask
img_198.jpg,16.142604136726597,105.78493896085163,77.15704157218957,175.024543445989,without_mask
img_199.jpg,88.79388470633995,63.80043647665047,148.84207213968116,158.5782281546792,mask_weared_incorrect
img_200.jpg,369.0,70.0,377.0,85.0,with_mask
img_201.jpg,125.0,107.0,330.0,275.0,without_mask
img_202.jpg,97.0,40.0,107.0,61.0,with_mask
img_203.jpg,86.0,66.0,114.0,116.0,mask_weared_incorrect
img_204.jpg,258.0,66.0,278.0,98.0,with_mask
img_205.jpg,135.0,277.0,268.0,398.0,with_mask
img_206.jpg,113.0,212.0,147.0,277.0,with_mask
img_207.jpg,124.0,136.0,136.0,157.0,without_mask
img_208.jpg,406.2809300553064,179.4455811179083,416.0,223.43890913474846,without_mask
img_209.jpg,385.0,338.0,408.0,359.0,with_mask
img_210.jpg,190.0,149.0,197.0,164.0,with_mask
img_211.jpg,99.0,25.0,114.0,49.0,with_mask
img_212.jpg,255.0,279.0,362.0,393.0,with_mask
img_213.jpg,244.99999237060547,128.99999618530273,252.99999809265137,151.99999713897705,mask_weared_incorrect
img_214.jpg,16.0,273.0,43.0,367.0,without_mask
img_215.jpg,401.0,68.0,416.0,99.0,mask_weared_incorrect
img_216.jpg,140.0,146.0,266.0,260.0,without_mask
img_217.jpg,134.0,204.0,177.0,289.0,with_mask
img_218.jpg,13.0,113.0,26.0,127.0,with_mask
img_219.jpg,169.0,45.0,196.0,82.0,without_mask
img_220.jpg,203.0,66.0,248.0,149.0,without_mask
img_221.jpg,197.0,82.0,210.0,108.0,with_mask
img_222.jpg,67.0,98.0,104.0,156.0,with_mask
img_223.jpg,37.0,281.0,67.0,338.0,with_mask
img_224.jpg,195.0,93.0,210.0,114.0,with_mask
img_225.jpg,216.0,74.0,227.0,99.0,without_mask
img_226.jpg,292.0,81.0,307.0,116.0,without_mask
img_227.jpg,105.0,295.0,109.0,303.0,with_mask
img_228.jpg,257.0,99.0,279.0,133.0,without_mask
img_229.jpg,249.0,100.0,362.0,227.0,with_mask
img_230.jpg,73.79192064494741,66.41030799042682,116.06368345505618,124.09676576107123,mask_weared_incorrect
img_231.jpg,32.998811834662696,52.69255928060713,50.59483018872227,84.86172820052184,mask_weared_incorrect
img_232.jpg,198.0,57.0,241.0,129.0,with_mask
img_233.jpg,285.0,59.0,344.0,102.0,with_mask
img_234.jpg,202.00000190734863,59.99999952316284,260.0,115.99999618530273,mask_weared_incorrect
img_235.jpg,291.0,88.0,304.0,110.0,with_mask
img_236.jpg,122.0,91.0,140.0,124.0,without_mask
img_237.jpg,11.0,38.0,32.0,66.0,with_mask
img_238.jpg,376.7842229956266,77.99312810960306,400.6099647307886,113.39570284419474,mask_weared_incorrect
img_239.jpg,213.0,57.0,225.0,76.0,with_mask
img_240.jpg,315.0,66.0,332.0,108.0,with_mask
img_241.jpg,39.0,332.0,58.0,379.0,with_mask
img_242.jpg,80.0,48.0,93.0,70.0,with_mask
img_243.jpg,163.0,79.0,250.0,120.0,mask_weared_incorrect
img_244.jpg,126.0,117.0,142.0,147.0,with_mask
img_245.jpg,121.78400697617965,79.28074590943696,163.83158507507267,138.320910046429,mask_weared_incorrect
img_246.jpg,265.0,67.0,272.0,76.0,without_mask
img_247.jpg,366.0,182.0,373.0,196.0,without_mask
img_248.jpg,306.0,47.0,313.0,56.0,without_mask
img_249.jpg,112.0,136.0,139.0,180.0,without_mask
img_250.jpg,140.0,212.0,279.0,344.0,with_mask
img_251.jpg,400.0,106.0,416.0,128.0,without_mask
img_252.jpg,41.0,230.0,53.0,246.0,without_mask
img_253.jpg,315.0,106.0,339.0,148.0,with_mask
img_254.jpg,128.0,34.0,135.0,44.0,with_mask
img_255.jpg,22.0,171.0,48.0,211.0,without_mask
img_256.jpg,214.0,64.0,237.0,107.0,with_mask
img_257.jpg,231.0,138.0,276.0,227.0,without_mask
img_258.jpg,186.0,154.0,205.0,182.0,with_mask
img_259.jpg,232.1250636264689,111.56360168500358,309.4423260507342,230.6363779442329,mask_weared_incorrect
img_260.jpg,188.0,103.0,252.0,232.0,without_mask
img_261.jpg,63.37013387680054,90.15372228622437,147.17391872406006,160.85580825805664,mask_weared_incorrect
img_262.jpg,245.0,115.0,266.0,154.0,without_mask
img_263.jpg,83.0,77.0,100.0,126.0,with_mask
img_264.jpg,169.0,61.0,198.0,104.0,without_mask
img_265.jpg,121.0,74.0,173.0,152.0,without_mask
img_266.jpg,67.0,140.0,75.0,152.0,with_mask
img_267.jpg,143.0,322.0,174.0,364.0,with_mask
img_268.jpg,266.0,81.0,293.0,133.0,with_mask
img_269.jpg,243.0,282.0,268.0,343.0,without_mask
img_270.jpg,137.0,101.0,163.0,179.0,with_mask
img_271.jpg,359.99998474121094,183.00000381469727,379.00000762939453,210.00000762939453,without_mask
img_272.jpg,106.0,70.0,237.0,181.0,mask_weared_incorrect
img_273.jpg,367.0,26.0,396.0,79.0,with_mask
img_274.jpg,387.0,312.0,416.0,362.0,without_mask
img_275.jpg,119.0,166.0,135.0,199.0,with_mask
img_276.jpg,116.31311416625977,144.58948040008545,132.05026817321777,166.248948097229,mask_weared_incorrect
img_277.jpg,266.0,103.0,288.0,139.0,with_mask
img_278.jpg,285.0,124.0,359.0,185.0,with_mask
img_279.jpg,198.0,144.0,253.0,222.0,with_mask
img_280.jpg,18.0,176.0,27.0,187.0,without_mask
img_281.jpg,121.0,105.0,142.0,147.0,with_mask
img_282.jpg,45.0,96.0,62.0,130.0,with_mask
img_283.jpg,44.0,199.0,111.0,321.0,with_mask
img_284.jpg,105.0,113.0,112.0,127.0,without_mask
img_285.jpg,168.0,88.0,213.0,152.0,with_mask
img_286.jpg,281.032190322876,198.08725452423096,290.6909427642822,214.23230743408203,mask_weared_incorrect
img_287.jpg,319.0,112.0,356.0,189.0,with_mask
img_288.jpg,104.0,121.0,113.0,150.0,with_mask
img_289.jpg,329.0,73.0,364.0,127.0,without_mask
img_290.jpg,101.0,118.0,110.0,130.0,with_mask
img_291.jpg,160.0,103.0,178.0,130.0,with_mask
img_292.jpg,199.0,48.0,220.0,79.0,with_mask
img_293.jpg,355.00001525878906,98.00000190734863,379.00000762939453,137.00000190734863,mask_weared_incorrect
img_294.jpg,225.0,170.0,371.0,310.0,without_mask
img_295.jpg,23.0,177.0,80.0,267.0,mask_weared_incorrect
img_296.jpg,395.0,49.0,416.0,83.0,with_mask
img_297.jpg,70.0,197.0,124.0,244.0,without_mask
img_298.jpg,48.0,214.0,63.0,243.0,with_mask
img_299.jpg,161.99999809265137,36.000000953674316,179.00000095367432,67.99999904632568,without_mask
img_300.jpg,271.0,104.0,289.0,137.0,mask_weared_incorrect
img_301.jpg,283.9497318267822,144.58948040008545,299.68688583374023,166.248948097229,mask_weared_incorrect
img_302.jpg,291.0,99.0,342.0,183.0,with_mask
img_303.jpg,171.0,158.0,202.0,196.0,with_mask
img_304.jpg,303.32765487183394,21.96987216239652,328.98232458693684,60.244990430900245,without_mask
img_305.jpg,226.0,98.0,241.0,121.0,with_mask
img_306.jpg,228.40160234860704,306.5804028139771,238.8510665787181,327.7590929254652,mask_weared_incorrect
img_307.jpg,139.0,196.0,157.0,227.0,with_mask
img_308.jpg,12.313787519931793,97.57216739654541,36.353684425354004,138.14203453063965,mask_weared_incorrect
img_309.jpg,369.99999809265137,125.99999713897705,382.99999809265137,157.00000381469727,without_mask
img_310.jpg,242.0,157.0,256.0,180.0,with_mask
img_311.jpg,380.0000114440918,177.99999713897705,400.99999237060547,213.99999809265137,without_mask
img_312.jpg,41.0,1.0,52.0,20.0,with_mask
img_313.jpg,118.0,9.0,193.0,78.0,with_mask
img_314.jpg,162.91462718598328,70.46164595600945,171.76762002917587,81.88727965629862,mask_weared_incorrect
img_315.jpg,283.0,257.0,300.0,281.0,without_mask
img_316.jpg,84.0,143.0,173.0,296.0,without_mask
img_317.jpg,398.0,194.0,413.0,225.0,without_mask
img_318.jpg,203.1916926203297,162.17039904578968,208.64708044488484,170.9318202143405,mask_weared_incorrect
img_319.jpg,66.61510026347247,44.89226476591311,87.9557874795035,87.8978826619592,mask_weared_incorrect
img_320.jpg,6.0,94.0,42.0,151.0,without_mask
img_321.jpg,48.0,274.0,71.0,320.0,mask_weared_incorrect
img_322.jpg,245.0,180.0,272.0,235.0,without_mask
img_323.jpg,253.0,139.0,272.0,170.0,with_mask
img_324.jpg,287.0,110.0,314.0,160.0,with_mask
img_325.jpg,287.0,51.0,309.0,98.0,with_mask
img_326.jpg,154.0,222.0,252.0,331.0,without_mask
img_327.jpg,373.02145767211914,61.642393589019775,389.0919380187988,93.14596033096313,mask_weared_incorrect
img_328.jpg,394.0,99.0,407.0,131.0,without_mask
img_329.jpg,218.0,177.0,349.0,397.0,with_mask
img_330.jpg,171.27184104919434,65.37353229522705,268.9959182739258,128.37945079803467,mask_weared_incorrect
img_331.jpg,183.00000381469727,154.99999618530273,187.99999809265137,164.0000057220459,mask_weared_incorrect
img_332.jpg,178.00000953674316,45.000001192092896,191.00000953674316,69.00000286102295,without_mask
img_333.jpg,358.0,112.0,386.0,154.0,with_mask
img_334.jpg,376.2814334036965,61.69659187946212,416.0,139.68267430813793,mask_weared_incorrect
img_335.jpg,277.0,102.0,301.0,137.0,with_mask
img_336.jpg,371.0,69.0,388.0,96.0,with_mask
img_337.jpg,138.0,165.0,168.0,215.0,with_mask
img_338.jpg,61.0,59.0,96.0,129.0,with_mask
img_339.jpg,338.0,122.0,345.0,134.0,with_mask
img_340.jpg,242.8128776550293,161.17236042022705,261.74473762512207,183.2552490234375,mask_weared_incorrect
img_341.jpg,153.58888089347442,61.58907396606424,251.5241321220281,104.00195066511755,mask_weared_incorrect
img_342.jpg,234.0,218.0,244.0,243.0,with_mask
img_343.jpg,87.0,190.0,240.0,325.0,with_mask
img_344.jpg,47.0,108.0,71.0,143.0,without_mask
img_345.jpg,196.99999523162842,54.000001430511475,289.0000114440918,118.99999523162842,mask_weared_incorrect
img_346.jpg,340.0,51.0,366.0,91.0,with_mask
img_347.jpg,288.4381518744377,129.6336020993785,302.66517806334014,154.19123196307123,mask_weared_incorrect
img_348.jpg,1.0,257.0,23.0,283.0,without_mask
img_349.jpg,366.0,85.0,395.0,130.0,with_mask
img_350.jpg,193.0,101.0,205.0,127.0,with_mask
img_351.jpg,70.54384443729423,131.67716906441908,191.48014397084034,329.2289510557932,mask_weared_incorrect
img_352.jpg,332.0,111.0,366.0,192.0,with_mask
img_353.jpg,73.0,191.0,239.0,335.0,with_mask
img_354.jpg,190.0,36.0,223.0,88.0,with_mask
img_355.jpg,295.16905805181284,137.43192933249432,309.0205639319562,161.60819721219724,mask_weared_incorrect
img_356.jpg,140.39203071594238,64.20940685272217,229.1738224029541,114.31031703948975,mask_weared_incorrect
img_357.jpg,271.99999618530273,167.99999618530273,303.00001525878906,230.9999885559082,mask_weared_incorrect
img_358.jpg,248.97079849243164,45.7300808429718,280.9775905609131,91.09525203704834,mask_weared_incorrect
img_359.jpg,20.0,178.0,31.0,208.0,with_mask
img_360.jpg,203.0000057220459,62.000000953674316,229.99998474121094,104.0,mask_weared_incorrect
img_361.jpg,23.0,166.0,30.0,178.0,with_mask
img_362.jpg,44.0,253.0,55.0,273.0,without_mask
img_363.jpg,123.0,149.0,152.0,216.0,with_mask
img_364.jpg,269.0,63.0,279.0,83.0,without_mask
img_365.jpg,196.0,373.0,214.0,402.0,without_mask
img_366.jpg,230.93303940755936,87.66534420581347,263.6173610265289,156.04296209253835,mask_weared_incorrect
img_367.jpg,385.0,142.0,411.0,184.0,without_mask
img_368.jpg,71.0,38.0,85.0,59.0,with_mask
img_369.jpg,27.0,150.0,72.0,224.0,with_mask
img_370.jpg,220.0,80.0,224.0,88.0,with_mask
img_371.jpg,227.0,61.0,273.0,150.0,with_mask
img_372.jpg,20.0,110.0,34.0,132.0,without_mask
img_373.jpg,147.00000286102295,182.0,288.00000762939453,302.99999046325684,without_mask
img_374.jpg,88.0,159.0,92.0,175.0,with_mask
img_375.jpg,222.0,193.0,237.0,219.0,with_mask
img_376.jpg,358.0,62.0,386.0,105.0,with_mask
img_377.jpg,86.0,194.0,120.0,244.0,with_mask
img_378.jpg,68.0,47.0,104.0,104.0,without_mask
img_379.jpg,1.0,107.0,34.0,202.0,with_mask
img_380.jpg,34.0,150.0,79.0,233.0,with_mask
img_381.jpg,66.0,224.0,114.0,298.0,without_mask
img_382.jpg,231.99999237060547,48.00000023841858,271.99999618530273,83.00000047683716,mask_weared_incorrect
img_383.jpg,174.0,193.0,255.0,306.0,without_mask
img_384.jpg,92.0,159.0,117.0,190.0,with_mask
img_385.jpg,41.0,136.0,64.0,166.0,without_mask
img_386.jpg,246.0,204.0,301.0,277.0,with_mask
img_387.jpg,8.0,88.0,44.0,128.0,with_mask
img_388.jpg,181.0,47.0,268.0,112.0,with_mask
img_389.jpg,91.0,196.0,237.0,328.0,with_mask
img_390.jpg,244.0,66.0,277.0,131.0,with_mask
img_391.jpg,303.0,118.0,317.0,146.0,mask_weared_incorrect
img_392.jpg,118.0,102.0,165.0,160.0,with_mask
img_393.jpg,154.0,42.0,174.0,74.0,without_mask
img_394.jpg,177.0,214.0,199.0,255.0,with_mask
img_395.jpg,156.0,103.0,231.0,250.0,with_mask
img_396.jpg,286.0,59.0,288.0,64.0,without_mask
img_397.jpg,148.0,171.0,182.0,232.0,with_mask
img_398.jpg,240.0,252.0,258.0,277.0,without_mask
img_399.jpg,165.0,44.0,170.0,55.0,without_mask
img_400.jpg,218.0,144.0,232.0,168.0,with_mask
img_401.jpg,122.99999809265137,295.00000953674316,243.00000953674316,416.0,without_mask
img_402.jpg,148.0,278.0,154.0,289.0,with_mask
img_403.jpg,157.0,1.0,251.0,105.0,with_mask
img_404.jpg,198.0,155.0,216.0,216.0,with_mask
img_405.jpg,116.0,190.0,133.0,221.0,without_mask
img_406.jpg,145.67492027281668,148.84830496078047,276.62916722967077,352.97277268137225,mask_weared_incorrect
img_407.jpg,165.0,287.0,176.0,306.0,with_mask
img_408.jpg,281.0000057220459,85.99999952316284,323.99999618530273,144.99999523162842,without_mask
img_409.jpg,303.0,196.0,327.0,242.0,with_mask
img_410.jpg,70.19790844474902,190.50724675549887,104.18178770761617,243.59334567939587,mask_weared_incorrect
img_411.jpg,113.0,68.0,136.0,106.0,with_mask
img_412.jpg,47.0,80.0,63.0,127.0,with_mask
img_413.jpg,176.0,102.0,268.0,267.0,with_mask
img_414.jpg,344.0,213.0,416.0,288.0,with_mask
img_415.jpg,242.0,59.0,255.0,85.0,with_mask
